file_name,ori,loc,phase/pattern,SSGv,SSGv,BSG,MGnv,MGv
0000002968.bmp,143,1,5,1,0,0,0,0
0000002969.bmp,145,11,5,1,0,0,0,0
0000002970.bmp,147,10,5,1,0,0,0,0
0000002971.bmp,133,9,5,1,0,0,0,0
0000002972.bmp,142,8,5,1,0,0,0,0
0000002973.bmp,141,7,5,1,0,0,0,0
0000002974.bmp,149,6,5,1,0,0,0,0
0000002975.bmp,138,5,5,1,0,0,0,0
0000002976.bmp,131,12,5,1,0,0,0,0
0000002977.bmp,135,4,5,1,0,0,0,0
0000002978.bmp,139,3,5,1,0,0,0,0
0000002979.bmp,137,2,5,1,0,0,0,0
0000002980.bmp,143,1,5,1,0,0,0,0
0000002981.bmp,145,11,5,1,0,0,0,0
0000002982.bmp,147,10,5,1,0,0,0,0
0000002983.bmp,133,9,5,1,0,0,0,0
0000002984.bmp,142,8,5,1,0,0,0,0
0000002985.bmp,141,7,5,1,0,0,0,0
0000002986.bmp,149,6,5,1,0,0,0,0
0000002987.bmp,138,5,5,1,0,0,0,0
0000002988.bmp,131,12,5,1,0,0,0,0
0000002989.bmp,131,4,6,1,0,0,0,0
0000002990.bmp,135,3,6,1,0,0,0,0
0000002991.bmp,147,2,6,1,0,0,0,0
0000002992.bmp,142,1,6,1,0,0,0,0
0000002993.bmp,145,11,6,1,0,0,0,0
0000002994.bmp,143,10,6,1,0,0,0,0
0000002995.bmp,137,9,6,1,0,0,0,0
0000002996.bmp,133,8,6,1,0,0,0,0
0000002997.bmp,149,7,6,1,0,0,0,0
0000002998.bmp,138,6,6,1,0,0,0,0
0000002999.bmp,139,5,6,1,0,0,0,0
0000003000.bmp,141,12,6,1,0,0,0,0
0000003001.bmp,131,4,6,1,0,0,0,0
0000003002.bmp,135,3,6,1,0,0,0,0
0000003003.bmp,147,2,6,1,0,0,0,0
0000003004.bmp,142,1,6,1,0,0,0,0
0000003005.bmp,145,11,6,1,0,0,0,0
0000003006.bmp,143,10,6,1,0,0,0,0
0000003007.bmp,137,9,6,1,0,0,0,0
0000003008.bmp,133,8,6,1,0,0,0,0
0000003009.bmp,149,7,6,1,0,0,0,0
0000003010.bmp,138,6,6,1,0,0,0,0
0000003011.bmp,139,5,6,1,0,0,0,0
0000003012.bmp,141,12,6,1,0,0,0,0
0000003013.bmp,131,4,6,1,0,0,0,0
0000003014.bmp,135,3,6,1,0,0,0,0
0000003015.bmp,147,2,6,1,0,0,0,0
0000003016.bmp,142,1,6,1,0,0,0,0
0000003017.bmp,145,11,6,1,0,0,0,0
0000003018.bmp,143,10,6,1,0,0,0,0
0000003019.bmp,137,9,6,1,0,0,0,0
0000003020.bmp,133,8,6,1,0,0,0,0
0000003021.bmp,149,7,6,1,0,0,0,0
0000003022.bmp,138,6,6,1,0,0,0,0
0000003023.bmp,139,5,6,1,0,0,0,0
0000003024.bmp,141,12,6,1,0,0,0,0
0000003025.bmp,155,4,1,1,0,0,0,0
0000003026.bmp,145,3,1,1,0,0,0,0
0000003027.bmp,152,2,1,1,0,0,0,0
0000003028.bmp,153,1,1,1,0,0,0,0
0000003029.bmp,148,11,1,1,0,0,0,0
0000003030.bmp,159,10,1,1,0,0,0,0
0000003031.bmp,149,9,1,1,0,0,0,0
0000003032.bmp,143,8,1,1,0,0,0,0
0000003033.bmp,147,7,1,1,0,0,0,0
0000003034.bmp,151,6,1,1,0,0,0,0
0000003035.bmp,157,5,1,1,0,0,0,0
0000003036.bmp,141,12,1,1,0,0,0,0
0000003037.bmp,155,4,1,1,0,0,0,0
0000003038.bmp,145,3,1,1,0,0,0,0
0000003039.bmp,152,2,1,1,0,0,0,0
0000003040.bmp,153,1,1,1,0,0,0,0
0000003041.bmp,148,11,1,1,0,0,0,0
0000003042.bmp,159,10,1,1,0,0,0,0
0000003043.bmp,149,9,1,1,0,0,0,0
0000003044.bmp,143,8,1,1,0,0,0,0
0000003045.bmp,147,7,1,1,0,0,0,0
0000003046.bmp,151,6,1,1,0,0,0,0
0000003047.bmp,157,5,1,1,0,0,0,0
0000003048.bmp,141,12,1,1,0,0,0,0
0000003049.bmp,155,4,1,1,0,0,0,0
0000003050.bmp,145,3,1,1,0,0,0,0
0000003051.bmp,152,2,1,1,0,0,0,0
0000003052.bmp,153,1,1,1,0,0,0,0
0000003053.bmp,148,11,1,1,0,0,0,0
0000003054.bmp,159,10,1,1,0,0,0,0
0000003055.bmp,149,9,1,1,0,0,0,0
0000003056.bmp,143,8,1,1,0,0,0,0
0000003057.bmp,147,7,1,1,0,0,0,0
0000003058.bmp,151,6,1,1,0,0,0,0
0000003059.bmp,157,5,1,1,0,0,0,0
0000003060.bmp,141,12,1,1,0,0,0,0
0000003061.bmp,147,4,2,1,0,0,0,0
0000003062.bmp,152,3,2,1,0,0,0,0
0000003063.bmp,149,2,2,1,0,0,0,0
0000003064.bmp,157,1,2,1,0,0,0,0
0000003065.bmp,148,11,2,1,0,0,0,0
0000003066.bmp,145,10,2,1,0,0,0,0
0000003067.bmp,153,9,2,1,0,0,0,0
0000003068.bmp,151,8,2,1,0,0,0,0
0000003069.bmp,155,7,2,1,0,0,0,0
0000003070.bmp,141,6,2,1,0,0,0,0
0000003071.bmp,143,5,2,1,0,0,0,0
0000003072.bmp,159,12,2,1,0,0,0,0
0000003073.bmp,147,4,2,1,0,0,0,0
0000003074.bmp,152,3,2,1,0,0,0,0
0000003075.bmp,149,2,2,1,0,0,0,0
0000003076.bmp,157,1,2,1,0,0,0,0
0000003077.bmp,148,11,2,1,0,0,0,0
0000003078.bmp,145,10,2,1,0,0,0,0
0000003079.bmp,153,9,2,1,0,0,0,0
0000003080.bmp,151,8,2,1,0,0,0,0
0000003081.bmp,155,7,2,1,0,0,0,0
0000003082.bmp,141,6,2,1,0,0,0,0
0000003083.bmp,143,5,2,1,0,0,0,0
0000003084.bmp,159,12,2,1,0,0,0,0
0000003085.bmp,147,4,2,1,0,0,0,0
0000003086.bmp,152,3,2,1,0,0,0,0
0000003087.bmp,149,2,2,1,0,0,0,0
0000003088.bmp,157,1,2,1,0,0,0,0
0000003089.bmp,148,11,2,1,0,0,0,0
0000003090.bmp,145,10,2,1,0,0,0,0
0000003091.bmp,153,9,2,1,0,0,0,0
0000003092.bmp,151,8,2,1,0,0,0,0
0000003093.bmp,155,7,2,1,0,0,0,0
0000003094.bmp,141,6,2,1,0,0,0,0
0000003095.bmp,143,5,2,1,0,0,0,0
0000003096.bmp,159,12,2,1,0,0,0,0
0000003097.bmp,151,4,3,1,0,0,0,0
0000003098.bmp,145,3,3,1,0,0,0,0
0000003099.bmp,148,2,3,1,0,0,0,0
0000003100.bmp,159,1,3,1,0,0,0,0
0000003101.bmp,143,11,3,1,0,0,0,0
0000003102.bmp,153,10,3,1,0,0,0,0
0000003103.bmp,147,9,3,1,0,0,0,0
0000003104.bmp,141,8,3,1,0,0,0,0
0000003105.bmp,155,7,3,1,0,0,0,0
0000003106.bmp,157,6,3,1,0,0,0,0
0000003107.bmp,152,5,3,1,0,0,0,0
0000003108.bmp,149,12,3,1,0,0,0,0
0000003109.bmp,151,4,3,1,0,0,0,0
0000003110.bmp,145,3,3,1,0,0,0,0
0000003111.bmp,148,2,3,1,0,0,0,0
0000003112.bmp,159,1,3,1,0,0,0,0
0000003113.bmp,143,11,3,1,0,0,0,0
0000003114.bmp,153,10,3,1,0,0,0,0
0000003115.bmp,147,9,3,1,0,0,0,0
0000003116.bmp,141,8,3,1,0,0,0,0
0000003117.bmp,155,7,3,1,0,0,0,0
0000003118.bmp,157,6,3,1,0,0,0,0
0000003119.bmp,152,5,3,1,0,0,0,0
0000003120.bmp,149,12,3,1,0,0,0,0
0000003121.bmp,151,4,3,1,0,0,0,0
0000003122.bmp,145,3,3,1,0,0,0,0
0000003123.bmp,148,2,3,1,0,0,0,0
0000003124.bmp,159,1,3,1,0,0,0,0
0000003125.bmp,143,11,3,1,0,0,0,0
0000003126.bmp,153,10,3,1,0,0,0,0
0000003127.bmp,147,9,3,1,0,0,0,0
0000003128.bmp,141,8,3,1,0,0,0,0
0000003129.bmp,155,7,3,1,0,0,0,0
0000003130.bmp,157,6,3,1,0,0,0,0
0000003131.bmp,152,5,3,1,0,0,0,0
0000003132.bmp,149,12,3,1,0,0,0,0
0000003133.bmp,148,4,4,1,0,0,0,0
0000003134.bmp,157,3,4,1,0,0,0,0
0000003135.bmp,141,2,4,1,0,0,0,0
0000003136.bmp,159,1,4,1,0,0,0,0
0000003137.bmp,152,11,4,1,0,0,0,0
0000003138.bmp,155,10,4,1,0,0,0,0
0000003139.bmp,145,9,4,1,0,0,0,0
0000003140.bmp,153,8,4,1,0,0,0,0
0000003141.bmp,151,7,4,1,0,0,0,0
0000003142.bmp,147,6,4,1,0,0,0,0
0000003143.bmp,149,5,4,1,0,0,0,0
0000003144.bmp,143,12,4,1,0,0,0,0
0000003145.bmp,148,4,4,1,0,0,0,0
0000003146.bmp,157,3,4,1,0,0,0,0
0000003147.bmp,141,2,4,1,0,0,0,0
0000003148.bmp,159,1,4,1,0,0,0,0
0000003149.bmp,152,11,4,1,0,0,0,0
0000003150.bmp,155,10,4,1,0,0,0,0
0000003151.bmp,145,9,4,1,0,0,0,0
0000003152.bmp,153,8,4,1,0,0,0,0
0000003153.bmp,151,7,4,1,0,0,0,0
0000003154.bmp,147,6,4,1,0,0,0,0
0000003155.bmp,149,5,4,1,0,0,0,0
0000003156.bmp,143,12,4,1,0,0,0,0
0000003157.bmp,148,4,4,1,0,0,0,0
0000003158.bmp,157,3,4,1,0,0,0,0
0000003159.bmp,141,2,4,1,0,0,0,0
0000003160.bmp,159,1,4,1,0,0,0,0
0000003161.bmp,152,11,4,1,0,0,0,0
0000003162.bmp,155,10,4,1,0,0,0,0
0000003163.bmp,145,9,4,1,0,0,0,0
0000003164.bmp,153,8,4,1,0,0,0,0
0000003165.bmp,151,7,4,1,0,0,0,0
0000003166.bmp,147,6,4,1,0,0,0,0
0000003167.bmp,149,5,4,1,0,0,0,0
0000003168.bmp,143,12,4,1,0,0,0,0
0000003169.bmp,155,4,5,1,0,0,0,0
0000003170.bmp,143,3,5,1,0,0,0,0
0000003171.bmp,153,2,5,1,0,0,0,0
0000003172.bmp,157,1,5,1,0,0,0,0
0000003173.bmp,147,11,5,1,0,0,0,0
0000003174.bmp,148,10,5,1,0,0,0,0
0000003175.bmp,151,9,5,1,0,0,0,0
0000003176.bmp,149,8,5,1,0,0,0,0
0000003177.bmp,159,7,5,1,0,0,0,0
0000003178.bmp,141,6,5,1,0,0,0,0
0000003179.bmp,152,5,5,1,0,0,0,0
0000003180.bmp,145,12,5,1,0,0,0,0
0000003181.bmp,155,4,5,1,0,0,0,0
0000003182.bmp,143,3,5,1,0,0,0,0
0000003183.bmp,153,2,5,1,0,0,0,0
0000003184.bmp,157,1,5,1,0,0,0,0
0000003185.bmp,147,11,5,1,0,0,0,0
0000003186.bmp,148,10,5,1,0,0,0,0
0000003187.bmp,151,9,5,1,0,0,0,0
0000003188.bmp,149,8,5,1,0,0,0,0
0000003189.bmp,159,7,5,1,0,0,0,0
0000003190.bmp,141,6,5,1,0,0,0,0
0000003191.bmp,152,5,5,1,0,0,0,0
0000003192.bmp,145,12,5,1,0,0,0,0
0000003193.bmp,155,4,5,1,0,0,0,0
0000003194.bmp,143,3,5,1,0,0,0,0
0000003195.bmp,153,2,5,1,0,0,0,0
0000003196.bmp,157,1,5,1,0,0,0,0
0000003197.bmp,147,11,5,1,0,0,0,0
0000003198.bmp,148,10,5,1,0,0,0,0
0000003199.bmp,151,9,5,1,0,0,0,0
0000003200.bmp,149,8,5,1,0,0,0,0
0000003201.bmp,159,7,5,1,0,0,0,0
0000003202.bmp,141,6,5,1,0,0,0,0
0000003203.bmp,152,5,5,1,0,0,0,0
0000003204.bmp,145,12,5,1,0,0,0,0
0000003205.bmp,153,4,6,1,0,0,0,0
0000003206.bmp,151,3,6,1,0,0,0,0
0000003207.bmp,152,2,6,1,0,0,0,0
0000003208.bmp,157,1,6,1,0,0,0,0
0000003209.bmp,145,11,6,1,0,0,0,0
0000003210.bmp,147,10,6,1,0,0,0,0
0000003211.bmp,148,9,6,1,0,0,0,0
0000003212.bmp,143,8,6,1,0,0,0,0
0000003213.bmp,149,7,6,1,0,0,0,0
0000003214.bmp,141,6,6,1,0,0,0,0
0000003215.bmp,155,5,6,1,0,0,0,0
0000003216.bmp,159,12,6,1,0,0,0,0
0000003217.bmp,153,4,6,1,0,0,0,0
0000003218.bmp,151,3,6,1,0,0,0,0
0000003219.bmp,152,2,6,1,0,0,0,0
0000003220.bmp,157,1,6,1,0,0,0,0
0000003221.bmp,145,11,6,1,0,0,0,0
0000003222.bmp,147,10,6,1,0,0,0,0
0000003223.bmp,148,9,6,1,0,0,0,0
0000003224.bmp,143,8,6,1,0,0,0,0
0000003225.bmp,149,7,6,1,0,0,0,0
0000003226.bmp,141,6,6,1,0,0,0,0
0000003227.bmp,155,5,6,1,0,0,0,0
0000003228.bmp,159,12,6,1,0,0,0,0
0000003229.bmp,153,4,6,1,0,0,0,0
0000003230.bmp,151,3,6,1,0,0,0,0
0000003231.bmp,152,2,6,1,0,0,0,0
0000003232.bmp,157,1,6,1,0,0,0,0
0000003233.bmp,145,11,6,1,0,0,0,0
0000003234.bmp,147,10,6,1,0,0,0,0
0000003235.bmp,148,9,6,1,0,0,0,0
0000003236.bmp,143,8,6,1,0,0,0,0
0000003237.bmp,149,7,6,1,0,0,0,0
0000003238.bmp,141,6,6,1,0,0,0,0
0000003239.bmp,155,5,6,1,0,0,0,0
0000003240.bmp,159,12,6,1,0,0,0,0
0000003241.bmp,161,4,1,1,0,0,0,0
0000003242.bmp,159,3,1,1,0,0,0,0
0000003243.bmp,151,2,1,1,0,0,0,0
0000003244.bmp,167,1,1,1,0,0,0,0
0000003245.bmp,169,11,1,1,0,0,0,0
0000003246.bmp,162,10,1,1,0,0,0,0
0000003247.bmp,158,9,1,1,0,0,0,0
0000003248.bmp,157,8,1,1,0,0,0,0
0000003249.bmp,165,7,1,1,0,0,0,0
0000003250.bmp,163,6,1,1,0,0,0,0
0000003251.bmp,155,5,1,1,0,0,0,0
0000003252.bmp,153,12,1,1,0,0,0,0
0000003253.bmp,161,4,1,1,0,0,0,0
0000003254.bmp,159,3,1,1,0,0,0,0
0000003255.bmp,151,2,1,1,0,0,0,0
0000003256.bmp,167,1,1,1,0,0,0,0
0000003257.bmp,169,11,1,1,0,0,0,0
0000003258.bmp,162,10,1,1,0,0,0,0
0000003259.bmp,158,9,1,1,0,0,0,0
0000003260.bmp,157,8,1,1,0,0,0,0
0000003261.bmp,165,7,1,1,0,0,0,0
0000003262.bmp,163,6,1,1,0,0,0,0
0000003263.bmp,155,5,1,1,0,0,0,0
0000003264.bmp,153,12,1,1,0,0,0,0
0000003265.bmp,161,4,1,1,0,0,0,0
0000003266.bmp,159,3,1,1,0,0,0,0
0000003267.bmp,151,2,1,1,0,0,0,0
0000003268.bmp,167,1,1,1,0,0,0,0
0000003269.bmp,169,11,1,1,0,0,0,0
0000003270.bmp,162,10,1,1,0,0,0,0
0000003271.bmp,158,9,1,1,0,0,0,0
0000003272.bmp,157,8,1,1,0,0,0,0
0000003273.bmp,165,7,1,1,0,0,0,0
0000003274.bmp,163,6,1,1,0,0,0,0
0000003275.bmp,155,5,1,1,0,0,0,0
0000003276.bmp,153,12,1,1,0,0,0,0
0000003277.bmp,151,4,2,1,0,0,0,0
0000003278.bmp,161,3,2,1,0,0,0,0
0000003279.bmp,158,2,2,1,0,0,0,0
0000003280.bmp,165,1,2,1,0,0,0,0
0000003281.bmp,162,11,2,1,0,0,0,0
0000003282.bmp,153,10,2,1,0,0,0,0
0000003283.bmp,157,9,2,1,0,0,0,0
0000003284.bmp,155,8,2,1,0,0,0,0
0000003285.bmp,159,7,2,1,0,0,0,0
0000003286.bmp,169,6,2,1,0,0,0,0
0000003287.bmp,163,5,2,1,0,0,0,0
0000003288.bmp,167,12,2,1,0,0,0,0
0000003289.bmp,151,4,2,1,0,0,0,0
0000003290.bmp,161,3,2,1,0,0,0,0
0000003291.bmp,158,2,2,1,0,0,0,0
0000003292.bmp,165,1,2,1,0,0,0,0
0000003293.bmp,162,11,2,1,0,0,0,0
0000003294.bmp,153,10,2,1,0,0,0,0
0000003295.bmp,157,9,2,1,0,0,0,0
0000003296.bmp,155,8,2,1,0,0,0,0
0000003297.bmp,159,7,2,1,0,0,0,0
0000003298.bmp,169,6,2,1,0,0,0,0
0000003299.bmp,163,5,2,1,0,0,0,0
0000003300.bmp,167,12,2,1,0,0,0,0
0000003301.bmp,151,4,2,1,0,0,0,0
0000003302.bmp,161,3,2,1,0,0,0,0
0000003303.bmp,158,2,2,1,0,0,0,0
0000003304.bmp,165,1,2,1,0,0,0,0
0000003305.bmp,162,11,2,1,0,0,0,0
0000003306.bmp,153,10,2,1,0,0,0,0
0000003307.bmp,157,9,2,1,0,0,0,0
0000003308.bmp,155,8,2,1,0,0,0,0
0000003309.bmp,159,7,2,1,0,0,0,0
0000003310.bmp,169,6,2,1,0,0,0,0
0000003311.bmp,163,5,2,1,0,0,0,0
0000003312.bmp,167,12,2,1,0,0,0,0
0000003313.bmp,169,4,3,1,0,0,0,0
0000003314.bmp,158,3,3,1,0,0,0,0
0000003315.bmp,157,2,3,1,0,0,0,0
0000003316.bmp,167,1,3,1,0,0,0,0
0000003317.bmp,162,11,3,1,0,0,0,0
0000003318.bmp,163,10,3,1,0,0,0,0
0000003319.bmp,151,9,3,1,0,0,0,0
0000003320.bmp,161,8,3,1,0,0,0,0
0000003321.bmp,155,7,3,1,0,0,0,0
0000003322.bmp,153,6,3,1,0,0,0,0
0000003323.bmp,159,5,3,1,0,0,0,0
0000003324.bmp,165,12,3,1,0,0,0,0
0000003325.bmp,169,4,3,1,0,0,0,0
0000003326.bmp,158,3,3,1,0,0,0,0
0000003327.bmp,157,2,3,1,0,0,0,0
0000003328.bmp,167,1,3,1,0,0,0,0
0000003329.bmp,162,11,3,1,0,0,0,0
0000003330.bmp,163,10,3,1,0,0,0,0
0000003331.bmp,151,9,3,1,0,0,0,0
0000003332.bmp,161,8,3,1,0,0,0,0
0000003333.bmp,155,7,3,1,0,0,0,0
0000003334.bmp,153,6,3,1,0,0,0,0
0000003335.bmp,159,5,3,1,0,0,0,0
0000003336.bmp,165,12,3,1,0,0,0,0
0000003337.bmp,169,4,3,1,0,0,0,0
0000003338.bmp,158,3,3,1,0,0,0,0
0000003339.bmp,157,2,3,1,0,0,0,0
0000003340.bmp,167,1,3,1,0,0,0,0
0000003341.bmp,162,11,3,1,0,0,0,0
0000003342.bmp,163,10,3,1,0,0,0,0
0000003343.bmp,151,9,3,1,0,0,0,0
0000003344.bmp,161,8,3,1,0,0,0,0
0000003345.bmp,155,7,3,1,0,0,0,0
0000003346.bmp,153,6,3,1,0,0,0,0
0000003347.bmp,159,5,3,1,0,0,0,0
0000003348.bmp,165,12,3,1,0,0,0,0
0000003349.bmp,162,4,4,1,0,0,0,0
0000003350.bmp,157,3,4,1,0,0,0,0
0000003351.bmp,158,2,4,1,0,0,0,0
0000003352.bmp,169,1,4,1,0,0,0,0
0000003353.bmp,167,11,4,1,0,0,0,0
0000003354.bmp,153,10,4,1,0,0,0,0
0000003355.bmp,163,9,4,1,0,0,0,0
0000003356.bmp,155,8,4,1,0,0,0,0
0000003357.bmp,161,7,4,1,0,0,0,0
0000003358.bmp,165,6,4,1,0,0,0,0
0000003359.bmp,159,5,4,1,0,0,0,0
0000003360.bmp,151,12,4,1,0,0,0,0
0000003361.bmp,162,4,4,1,0,0,0,0
0000003362.bmp,157,3,4,1,0,0,0,0
0000003363.bmp,158,2,4,1,0,0,0,0
0000003364.bmp,169,1,4,1,0,0,0,0
0000003365.bmp,167,11,4,1,0,0,0,0
0000003366.bmp,153,10,4,1,0,0,0,0
0000003367.bmp,163,9,4,1,0,0,0,0
0000003368.bmp,155,8,4,1,0,0,0,0
0000003369.bmp,161,7,4,1,0,0,0,0
0000003370.bmp,165,6,4,1,0,0,0,0
0000003371.bmp,159,5,4,1,0,0,0,0
0000003372.bmp,151,12,4,1,0,0,0,0
0000003373.bmp,162,4,4,1,0,0,0,0
0000003374.bmp,157,3,4,1,0,0,0,0
0000003375.bmp,158,2,4,1,0,0,0,0
0000003376.bmp,169,1,4,1,0,0,0,0
0000003377.bmp,167,11,4,1,0,0,0,0
0000003378.bmp,153,10,4,1,0,0,0,0
0000003379.bmp,163,9,4,1,0,0,0,0
0000003380.bmp,155,8,4,1,0,0,0,0
0000003381.bmp,161,7,4,1,0,0,0,0
0000003382.bmp,165,6,4,1,0,0,0,0
0000003383.bmp,159,5,4,1,0,0,0,0
0000003384.bmp,151,12,4,1,0,0,0,0
0000003385.bmp,163,4,5,1,0,0,0,0
0000003386.bmp,157,3,5,1,0,0,0,0
0000003387.bmp,158,2,5,1,0,0,0,0
0000003388.bmp,162,1,5,1,0,0,0,0
0000003389.bmp,159,11,5,1,0,0,0,0
0000003390.bmp,161,10,5,1,0,0,0,0
0000003391.bmp,153,9,5,1,0,0,0,0
0000003392.bmp,165,8,5,1,0,0,0,0
0000003393.bmp,167,7,5,1,0,0,0,0
0000003394.bmp,155,6,5,1,0,0,0,0
0000003395.bmp,169,5,5,1,0,0,0,0
0000003396.bmp,151,12,5,1,0,0,0,0
0000003397.bmp,163,4,5,1,0,0,0,0
0000003398.bmp,157,3,5,1,0,0,0,0
0000003399.bmp,158,2,5,1,0,0,0,0
0000003400.bmp,162,1,5,1,0,0,0,0
0000003401.bmp,159,11,5,1,0,0,0,0
0000003402.bmp,161,10,5,1,0,0,0,0
0000003403.bmp,153,9,5,1,0,0,0,0
0000003404.bmp,165,8,5,1,0,0,0,0
0000003405.bmp,167,7,5,1,0,0,0,0
0000003406.bmp,155,6,5,1,0,0,0,0
0000003407.bmp,169,5,5,1,0,0,0,0
0000003408.bmp,151,12,5,1,0,0,0,0
0000003409.bmp,163,4,5,1,0,0,0,0
0000003410.bmp,157,3,5,1,0,0,0,0
0000003411.bmp,158,2,5,1,0,0,0,0
0000003412.bmp,162,1,5,1,0,0,0,0
0000003413.bmp,159,11,5,1,0,0,0,0
0000003414.bmp,161,10,5,1,0,0,0,0
0000003415.bmp,153,9,5,1,0,0,0,0
0000003416.bmp,165,8,5,1,0,0,0,0
0000003417.bmp,167,7,5,1,0,0,0,0
0000003418.bmp,155,6,5,1,0,0,0,0
0000003419.bmp,169,5,5,1,0,0,0,0
0000003420.bmp,151,12,5,1,0,0,0,0
0000003421.bmp,163,4,6,1,0,0,0,0
0000003422.bmp,167,3,6,1,0,0,0,0
0000003423.bmp,161,2,6,1,0,0,0,0
0000003424.bmp,162,1,6,1,0,0,0,0
0000003425.bmp,169,11,6,1,0,0,0,0
0000003426.bmp,151,10,6,1,0,0,0,0
0000003427.bmp,165,9,6,1,0,0,0,0
0000003428.bmp,158,8,6,1,0,0,0,0
0000003429.bmp,153,7,6,1,0,0,0,0
0000003430.bmp,159,6,6,1,0,0,0,0
0000003431.bmp,155,5,6,1,0,0,0,0
0000003432.bmp,157,12,6,1,0,0,0,0
0000003433.bmp,163,4,6,1,0,0,0,0
0000003434.bmp,167,3,6,1,0,0,0,0
0000003435.bmp,161,2,6,1,0,0,0,0
0000003436.bmp,162,1,6,1,0,0,0,0
0000003437.bmp,169,11,6,1,0,0,0,0
0000003438.bmp,151,10,6,1,0,0,0,0
0000003439.bmp,165,9,6,1,0,0,0,0
0000003440.bmp,158,8,6,1,0,0,0,0
0000003441.bmp,153,7,6,1,0,0,0,0
0000003442.bmp,159,6,6,1,0,0,0,0
0000003443.bmp,155,5,6,1,0,0,0,0
0000003444.bmp,157,12,6,1,0,0,0,0
0000003445.bmp,163,4,6,1,0,0,0,0
0000003446.bmp,167,3,6,1,0,0,0,0
0000003447.bmp,161,2,6,1,0,0,0,0
0000003448.bmp,162,1,6,1,0,0,0,0
0000003449.bmp,169,11,6,1,0,0,0,0
0000003450.bmp,151,10,6,1,0,0,0,0
0000003451.bmp,165,9,6,1,0,0,0,0
0000003452.bmp,158,8,6,1,0,0,0,0
0000003453.bmp,153,7,6,1,0,0,0,0
0000003454.bmp,159,6,6,1,0,0,0,0
0000003455.bmp,155,5,6,1,0,0,0,0
0000003456.bmp,157,12,6,1,0,0,0,0
0000003457.bmp,168,4,1,1,0,0,0,0
0000003458.bmp,161,3,1,1,0,0,0,0
0000003459.bmp,167,2,1,1,0,0,0,0
0000003460.bmp,177,1,1,1,0,0,0,0
0000003461.bmp,179,11,1,1,0,0,0,0
0000003462.bmp,163,10,1,1,0,0,0,0
0000003463.bmp,173,9,1,1,0,0,0,0
0000003464.bmp,172,8,1,1,0,0,0,0
0000003465.bmp,175,7,1,1,0,0,0,0
0000003466.bmp,169,6,1,1,0,0,0,0
0000003467.bmp,171,5,1,1,0,0,0,0
0000003468.bmp,165,12,1,1,0,0,0,0
0000003469.bmp,168,4,1,1,0,0,0,0
0000003470.bmp,161,3,1,1,0,0,0,0
0000003471.bmp,167,2,1,1,0,0,0,0
0000003472.bmp,177,1,1,1,0,0,0,0
0000003473.bmp,179,11,1,1,0,0,0,0
0000003474.bmp,163,10,1,1,0,0,0,0
0000003475.bmp,173,9,1,1,0,0,0,0
0000003476.bmp,172,8,1,1,0,0,0,0
0000003477.bmp,175,7,1,1,0,0,0,0
0000003478.bmp,169,6,1,1,0,0,0,0
0000003479.bmp,171,5,1,1,0,0,0,0
0000003480.bmp,165,12,1,1,0,0,0,0
0000003481.bmp,168,4,1,1,0,0,0,0
0000003482.bmp,161,3,1,1,0,0,0,0
0000003483.bmp,167,2,1,1,0,0,0,0
0000003484.bmp,177,1,1,1,0,0,0,0
0000003485.bmp,179,11,1,1,0,0,0,0
0000003486.bmp,163,10,1,1,0,0,0,0
0000003487.bmp,173,9,1,1,0,0,0,0
0000003488.bmp,172,8,1,1,0,0,0,0
0000003489.bmp,175,7,1,1,0,0,0,0
0000003490.bmp,169,6,1,1,0,0,0,0
0000003491.bmp,171,5,1,1,0,0,0,0
0000003492.bmp,165,12,1,1,0,0,0,0
0000003493.bmp,172,4,2,1,0,0,0,0
0000003494.bmp,173,3,2,1,0,0,0,0
0000003495.bmp,177,2,2,1,0,0,0,0
0000003496.bmp,175,1,2,1,0,0,0,0
0000003497.bmp,179,11,2,1,0,0,0,0
0000003498.bmp,168,10,2,1,0,0,0,0
0000003499.bmp,167,9,2,1,0,0,0,0
0000003500.bmp,163,8,2,1,0,0,0,0
0000003501.bmp,161,7,2,1,0,0,0,0
0000003502.bmp,169,6,2,1,0,0,0,0
0000003503.bmp,171,5,2,1,0,0,0,0
0000003504.bmp,165,12,2,1,0,0,0,0
0000003505.bmp,172,4,2,1,0,0,0,0
0000003506.bmp,173,3,2,1,0,0,0,0
0000003507.bmp,177,2,2,1,0,0,0,0
0000003508.bmp,175,1,2,1,0,0,0,0
0000003509.bmp,179,11,2,1,0,0,0,0
0000003510.bmp,168,10,2,1,0,0,0,0
0000003511.bmp,167,9,2,1,0,0,0,0
0000003512.bmp,163,8,2,1,0,0,0,0
0000003513.bmp,161,7,2,1,0,0,0,0
0000003514.bmp,169,6,2,1,0,0,0,0
0000003515.bmp,171,5,2,1,0,0,0,0
0000003516.bmp,165,12,2,1,0,0,0,0
0000003517.bmp,172,4,2,1,0,0,0,0
0000003518.bmp,173,3,2,1,0,0,0,0
0000003519.bmp,177,2,2,1,0,0,0,0
0000003520.bmp,175,1,2,1,0,0,0,0
0000003521.bmp,179,11,2,1,0,0,0,0
0000003522.bmp,168,10,2,1,0,0,0,0
0000003523.bmp,167,9,2,1,0,0,0,0
0000003524.bmp,163,8,2,1,0,0,0,0
0000003525.bmp,161,7,2,1,0,0,0,0
